receipt_id,purchased_at,customer_id,store_code,till_number
16987,2020-09-17,3591,3,9
16988,2022-03-18,12141,1,7
16989,2020-09-15,7098,2,1
16990,2020-12-21,12575,3,1
16991,2021-10-03,11342,1,1
16992,2021-09-12,5323,1,1
16993,2020-10-01,13017,2,3
16994,2020-10-10,12362,3,11
16995,2021-08-24,7116,0,3
16996,2021-11-14,5927,0,2
16997,2022-03-07,6246,0,3
16998,2022-03-08,6337,2,1
16999,2022-02-20,9551,2,2
17000,2020-11-12,1411,3,4
17001,2020-11-07,9820,0,6
17002,2022-03-17,406,3,3
17003,2022-03-14,13360,0,10
17004,2021-01-15,8799,3,5
17006,2021-07-02,1654,1,9
17007,2020-11-11,12934,3,2
17009,2022-01-08,5198,1,7
17010,2021-04-11,1720,3,3
17011,2021-04-26,11359,0,5
17012,2021-03-17,14104,0,6
17013,2020-11-14,8464,3,2
17014,2022-02-06,6689,0,2
17015,2021-10-04,3646,1,1
17016,2020-10-02,1176,0,1
17017,2021-05-14,13025,1,2
17018,2021-09-27,7085,1,1
17020,2021-05-21,13242,1,5
17021,2021-11-26,4227,3,2
17022,2020-10-13,6552,0,1
17023,2022-03-08,2306,0,9
17024,2021-12-14,12141,1,7
17025,2020-09-12,805,3,7
17026,2021-08-29,8343,3,1
17027,2021-05-20,1906,2,1
17028,2020-12-17,1676,3,5
17029,2021-01-08,6437,0,1
17030,2020-11-10,9828,0,1
17031,2021-12-05,16307,0,2
17032,2021-04-07,4790,1,4
17033,2021-01-08,5078,0,5
17034,2022-03-15,14032,0,4
17035,2020-08-31,3773,2,1
17036,2021-01-17,15318,1,1
17037,2020-12-25,16242,1,9
17038,2021-02-24,16221,1,1
17039,2020-08-05,15255,2,4
17040,2021-12-22,6681,3,7
17041,2020-08-11,1699,2,1
17042,2021-02-08,8370,2,1
17043,2021-03-14,8233,2,8
17044,2020-11-28,319,2,6
17045,2021-07-18,7116,0,2
17046,2020-07-31,12135,2,1
17047,2021-06-18,2873,1,2
17048,2021-11-29,9587,3,2
17049,2021-06-24,12102,2,6
17050,2021-12-27,12765,2,2
17051,2021-10-17,8637,3,3
17052,2021-02-22,8538,3,3
17053,2020-10-31,4294,2,1
17054,2021-03-19,6912,2,5
17055,2021-12-09,8341,2,2
17056,2020-12-14,1648,1,3
17057,2021-11-01,15730,0,3
17058,2021-04-06,15617,3,4
17059,2021-04-25,10265,1,5
17060,2021-03-13,5585,3,7
17061,2022-03-06,3646,2,1
17062,2021-05-09,12263,3,4
17063,2021-11-21,5137,3,7
17064,2020-08-23,4647,3,2
17065,2021-01-27,15367,0,5
17066,2021-08-24,9865,0,4
17067,2021-03-26,12667,3,3
17068,2021-04-13,4160,0,2
17069,2021-03-20,9498,1,5
17070,2020-11-13,2900,1,6
17071,2021-08-09,543,1,3
17072,2022-03-13,319,2,5
17073,2020-11-09,10604,2,12
17074,2021-08-15,543,1,7
17075,2021-06-25,11342,1,2
17076,2021-01-25,8568,0,3
17077,2021-08-09,1113,1,2
17078,2021-10-08,11361,3,4
17079,2020-09-20,7487,2,1
17080,2022-02-27,5329,2,1
17081,2021-01-20,11667,0,7
17082,2020-12-16,1771,2,5
17083,2021-03-26,9505,0,2
17084,2021-11-27,286,1,1
17085,2021-06-04,3224,2,7
17086,2021-08-09,9985,1,1
17087,2021-12-05,3464,0,1
17088,2020-08-03,15538,0,7
17089,2021-02-26,3986,2,8
17090,2021-12-28,14068,2,3
17091,2021-01-25,430,3,5
17092,2022-03-02,15197,3,4
17093,2021-04-30,10441,1,2
17094,2022-01-01,3656,2,4
17095,2021-02-21,12771,0,7
17096,2021-01-15,5300,1,3
17097,2021-02-12,752,2,5
17098,2021-01-31,5771,0,5
17099,2022-02-20,1954,0,8
17100,2021-01-10,8799,3,4
17101,2020-10-07,4134,3,6
17102,2021-02-19,4517,0,2
17103,2020-12-02,12146,3,6
17104,2020-08-12,10084,3,2
17105,2021-11-18,12773,0,3
17106,2021-08-01,13006,0,10
17107,2020-12-18,9820,0,6
17108,2020-08-09,128,2,1
17109,2021-11-25,1282,2,3
17110,2021-09-15,3567,1,4
17111,2021-10-23,6051,0,8
17112,2021-03-26,6522,3,1
17113,2020-12-27,2006,3,3
17114,2021-10-10,1008,1,2
17115,2022-01-05,5707,3,5
17116,2020-08-11,15591,3,9
17117,2020-10-16,15637,0,1
17118,2020-08-23,5664,2,1
17119,2021-05-06,13151,3,2
17120,2021-02-27,996,3,1
17121,2021-01-07,14130,0,1
17122,2020-08-09,5617,3,8
17123,2020-09-19,10383,3,5
17124,2021-05-17,7809,3,2
17126,2021-07-04,3140,3,6
17127,2021-05-28,8101,3,2
17128,2021-09-10,7654,0,1
17129,2022-02-06,2145,3,3
17130,2021-11-12,12393,2,10
17131,2021-02-24,12521,1,8
17132,2022-02-22,3646,1,2
17133,2021-04-27,13262,2,2
17134,2021-05-25,12203,3,2
17135,2021-08-05,5768,1,3
17136,2021-09-30,1229,3,1
17137,2021-12-02,11667,3,1
17138,2022-03-07,4339,3,7
17139,2022-03-15,9865,0,3
17140,2020-12-15,1763,0,5
17141,2020-09-29,10256,3,2
17142,2022-03-07,3576,1,8
17143,2021-08-15,13006,0,2
17144,2020-11-13,11822,3,3
17145,2020-12-28,5999,1,5
17146,2021-03-20,6718,0,8
17147,2022-03-11,14551,2,4
17149,2021-06-02,7736,1,3
17150,2021-07-27,11827,3,9
17151,2021-10-08,14255,3,4
17152,2020-11-04,14434,1,7
17154,2021-05-13,13012,0,8
17155,2022-01-30,11342,1,1
17156,2021-08-05,3973,3,8
17157,2020-09-10,8700,0,2
17158,2021-12-13,4664,0,3
17159,2020-09-25,13721,3,5
17160,2021-11-15,9006,0,4
17161,2021-01-24,1771,2,2
17162,2022-03-09,9816,3,3
17163,2022-03-12,8122,2,1
17164,2021-12-20,11553,1,6
17165,2020-10-25,9865,0,1
17166,2021-10-16,1257,0,4
17167,2020-12-17,1142,2,7
17168,2021-03-28,8313,1,2
17169,2021-09-26,8451,0,4
17170,2021-04-07,12287,3,2
17171,2021-05-06,12655,2,1
17172,2022-02-12,11057,0,2
17173,2021-11-07,8816,2,1
17174,2021-06-23,7732,2,2
17175,2021-11-05,9363,3,2
17176,2021-11-19,1257,3,4
17177,2021-06-18,13151,3,2
17178,2021-07-19,3624,3,7
17179,2022-02-28,15353,3,1
17180,2021-09-23,15887,0,2
17181,2021-08-07,7704,2,3
17182,2021-08-02,15062,2,3
17183,2020-10-08,9410,3,5
17184,2021-12-25,2122,1,3
17185,2021-07-18,8819,2,4
17186,2022-01-04,12765,2,5
17187,2021-10-31,4852,0,2
17188,2021-07-24,8401,0,4
17189,2022-01-22,11406,0,7
17190,2021-02-10,8451,0,1
17191,2020-08-29,7098,2,7
17192,2021-10-25,13648,1,3
17193,2020-09-29,13392,3,7
17194,2022-01-03,16221,1,2
17195,2021-07-14,10268,3,5
17196,2021-01-29,3986,2,8
17197,2021-03-20,10374,1,1
17198,2022-01-08,1490,0,7
17199,2021-01-22,6104,1,3
17200,2021-07-16,2618,1,3
17201,2021-09-23,10028,1,3
17202,2021-03-03,12869,2,5
17203,2021-12-18,11072,3,2
17204,2020-08-24,5664,2,2
17205,2021-05-26,2034,3,2
17206,2022-03-22,15722,0,1
17207,2021-03-11,3202,3,5
17208,2021-04-22,11359,0,3
17209,2021-08-06,11361,3,3
17210,2020-11-30,8682,3,4
17211,2021-11-26,3782,3,3
17212,2020-11-20,12417,1,5
17213,2020-08-11,11426,2,1
17214,2021-03-02,8799,3,4
17215,2022-03-06,14032,0,9
17216,2021-10-29,2752,3,1
17217,2020-09-11,12232,0,3
17218,2022-02-07,1351,2,3
17219,2021-01-26,8188,0,2
17220,2021-03-30,9828,0,1
17221,2020-12-18,14131,2,2
17222,2022-02-04,7477,0,2
17223,2021-02-10,13006,0,10
17224,2021-11-19,9588,2,3
17225,2021-10-30,3810,0,4
17226,2021-09-02,207,3,2
17227,2022-02-15,13895,2,2
17228,2020-11-18,12665,2,6
17229,2021-12-21,14551,2,2
17230,2020-12-25,11005,1,8
17231,2021-06-14,3791,0,4
17232,2021-04-30,15539,2,8
17233,2021-10-23,12222,0,3
17234,2021-06-05,207,3,3
17235,2022-02-28,15591,3,4
17236,2021-11-03,2006,3,13
17237,2021-10-09,15133,2,3
17238,2021-06-29,11456,3,2
17239,2020-10-21,3209,2,7
17240,2021-03-31,11072,3,3
17241,2021-04-11,16093,3,5
17242,2021-06-09,2873,1,4
17243,2021-11-15,8451,0,5
17244,2022-02-16,8184,1,2
17245,2021-09-12,2058,2,2
17246,2020-10-27,8582,3,2
17247,2021-04-18,6057,3,6
17248,2020-12-30,16263,3,10
17249,2021-10-08,13586,0,4
17251,2021-04-15,3796,1,5
17252,2020-08-14,13819,3,1
17253,2022-01-14,6886,0,4
17254,2021-10-12,327,2,4
17255,2021-09-28,13644,2,1
17256,2021-08-23,1763,0,1
17257,2020-11-10,13023,0,5
17259,2020-11-26,12677,2,1
17260,2021-03-06,9157,2,3
17261,2021-05-30,776,3,9
17262,2022-02-01,14104,0,4
17263,2021-01-10,14559,3,2
17264,2020-12-15,8184,1,2
17265,2021-05-08,10839,3,2
17266,2020-08-20,1581,0,3
17267,2020-11-30,12417,1,2
17268,2021-02-01,5707,3,7
17269,2022-03-10,12765,2,1
17270,2022-01-23,7480,3,8
17271,2021-02-03,8643,1,3
17272,2021-01-17,1361,0,5
17273,2020-12-22,15538,0,7
17275,2022-03-05,11342,1,2
17276,2022-02-09,7707,3,4
17277,2021-08-14,6689,0,1
17278,2021-02-21,9331,0,2
17279,2020-09-10,8451,0,5
17280,2020-12-03,359,2,2
17281,2021-09-19,12263,3,6
17282,2022-01-18,5941,2,2
17283,2021-11-02,15340,1,6
17284,2020-11-05,4242,0,8
17285,2021-12-24,6383,0,2
17286,2021-02-01,2447,3,3
17287,2021-12-31,207,3,3
17288,2020-10-28,16208,2,4
17290,2021-06-06,2341,0,2
17291,2021-02-19,8451,0,5
17292,2021-06-21,13242,1,5
17293,2020-09-10,9514,2,5
17294,2021-03-14,5716,1,2
17295,2021-11-16,3810,0,2
17296,2021-06-17,3656,2,1
17297,2021-02-09,1916,3,2
17298,2021-07-07,9929,0,4
17299,2021-01-22,1263,0,8
17300,2021-04-11,11361,3,5
17301,2021-08-07,882,3,1
17302,2020-10-26,4944,2,3
17303,2020-12-01,7084,3,9
17304,2021-07-07,11426,2,2
17305,2021-01-20,2457,0,2
17306,2021-09-19,7085,1,1
17307,2022-03-07,15887,0,1
17308,2020-12-30,543,1,7
17309,2020-09-23,15466,3,3
17310,2021-01-20,4926,0,3
17311,2021-05-10,12558,3,7
17312,2021-03-11,6862,2,2
17313,2021-12-04,10404,1,3
17314,2021-02-18,3567,1,4
17315,2021-05-03,10218,1,3
17316,2021-07-13,13762,0,2
17317,2021-01-08,13242,1,5
17318,2021-01-08,2006,3,13
17319,2020-08-03,8451,0,5
17320,2022-03-06,1008,1,2
17321,2020-11-12,543,1,1
17322,2021-05-18,2144,0,3
17323,2021-11-07,9157,2,9
17324,2022-01-05,15637,0,2
17325,2020-08-22,8592,3,6
17326,2020-08-18,8799,3,5
17327,2020-08-22,12475,0,7
17328,2021-08-26,12134,0,1
17329,2021-04-05,10441,1,2
17330,2022-01-23,14580,1,4
17331,2021-05-19,9188,2,2
17332,2021-07-18,10732,1,7
17333,2021-02-15,319,2,2
17334,2021-03-07,753,1,2
17335,2020-07-25,11909,0,2
17336,2020-09-25,8799,3,4
17337,2022-01-01,11342,1,2
17338,2022-03-20,11342,1,1
17339,2020-10-05,6504,0,3
17340,2021-04-11,15768,2,2
17341,2020-12-22,10028,1,5
17342,2021-01-14,5707,3,5
17343,2020-12-01,4664,0,5
17344,2021-06-29,16208,2,4
17345,2021-07-19,12521,1,6
17346,2021-09-01,13998,0,2
17347,2021-11-24,9940,0,3
17348,2021-01-04,15340,1,6
17349,2021-11-05,11057,0,1
17350,2021-01-05,7116,0,2
17351,2021-05-29,10233,3,3
17352,2021-03-18,8431,1,4
17353,2021-08-12,2122,1,1
17354,2021-03-13,6912,2,3
17355,2021-01-03,8634,1,4
17356,2020-12-26,6590,1,5
17357,2021-05-15,5270,3,1
17358,2021-01-28,12417,1,5
17359,2021-05-09,14382,0,4
17360,2021-02-03,11532,1,4
17361,2021-11-12,34,2,3
17362,2021-05-02,5300,1,1
17364,2020-11-28,10383,3,5
17365,2022-02-22,5746,2,2
17366,2021-12-20,7609,1,2
17367,2021-04-13,3219,2,4
17368,2020-12-19,8464,3,3
17369,2021-04-04,1771,2,5
17370,2021-07-08,8208,0,7
17371,2020-07-24,7117,3,5
17372,2022-02-25,11406,0,6
17373,2022-01-30,4746,1,5
17374,2021-06-12,1001,0,10
17375,2020-12-10,7877,1,3
17376,2021-05-10,8844,0,3
17377,2020-07-22,14662,3,7
17378,2021-03-20,11253,3,4
17379,2021-05-24,15090,3,1
17380,2021-11-22,5927,0,3
17381,2021-04-12,4944,2,6
17382,2022-03-15,12863,3,4
17383,2021-01-14,12050,3,2
17384,2021-03-26,5766,1,2
17385,2020-12-29,13721,3,4
17386,2020-11-07,12548,1,3
17387,2020-11-23,10732,1,3
17388,2021-04-16,9828,0,1
17389,2021-04-15,1771,2,5
17390,2021-02-21,9163,1,4
17391,2022-02-14,13773,0,3
17392,2021-09-03,3791,2,5
17393,2021-02-25,5836,0,4
17394,2020-12-17,5904,3,2
17395,2021-08-24,2817,0,8
17396,2021-07-17,286,1,1
17397,2021-05-16,15308,1,4
17399,2021-09-25,14131,2,3
17400,2020-11-12,12850,1,5
17401,2021-08-09,9828,0,1
17402,2020-09-01,14104,0,5
17403,2021-10-20,7877,1,3
17404,2021-09-28,7472,0,7
17405,2022-02-10,16221,1,2
17406,2020-12-21,752,2,5
17407,2020-09-25,12170,0,3
17408,2021-01-28,5137,3,1
17409,2021-02-28,11649,2,2
17410,2020-09-28,9157,2,9
17411,2020-07-28,12526,3,1
17412,2021-04-01,7704,2,2
17413,2021-09-24,7653,2,7
17414,2020-09-21,15957,0,8
17415,2020-10-21,6500,3,4
17416,2020-09-19,1695,2,3
17417,2021-06-28,8619,3,6
17418,2021-03-19,11991,1,2
17419,2022-03-12,3219,2,4
17420,2021-05-23,8819,2,2
17421,2020-12-29,8799,3,5
17422,2021-02-24,12643,3,8
17423,2021-09-15,12102,2,1
17424,2021-01-02,543,1,1
17425,2021-11-28,15163,0,2
17426,2020-09-26,10383,3,4
17427,2021-01-20,11820,1,4
17428,2022-01-10,4023,0,4
17429,2021-03-24,207,0,2
17430,2021-04-25,16265,0,2
17431,2021-12-14,11992,3,3
17432,2020-10-03,6912,2,2
17433,2021-08-12,8844,0,4
17434,2021-04-24,1257,3,4
17435,2021-04-05,16208,2,4
17436,2021-05-28,7704,2,3
17437,2021-02-28,3319,1,2
17438,2021-01-30,9865,0,3
17439,2021-07-19,12217,1,5
17440,2021-04-27,10268,3,2
17441,2020-12-17,6191,1,6
17442,2022-01-26,4746,1,5
17443,2020-10-24,12124,0,4
17444,2020-08-23,13023,0,5
17445,2020-11-15,493,3,3
17446,2021-08-24,5426,2,2
17447,2021-03-24,14475,3,2
17448,2021-01-18,16082,3,4
17449,2020-07-30,12798,2,11
17450,2021-12-14,6736,0,1
17451,2021-12-04,10396,3,4
17452,2021-12-11,6912,2,3
17453,2021-01-03,8451,0,5
17454,2021-09-17,12263,3,2
17455,2020-12-29,9202,2,1
17456,2020-11-04,359,2,2
17457,2020-11-23,3214,0,2
17458,2021-09-29,286,1,4
17459,2020-11-03,12528,0,3
17460,2022-01-06,9363,3,2
17461,2021-12-25,286,1,4
17462,2021-05-02,10554,0,2
17463,2021-04-16,10028,1,2
17464,2021-12-29,3091,1,5
17465,2021-12-13,4051,3,2
17466,2021-04-28,6010,2,1
17467,2021-03-22,7334,1,4
17468,2021-04-25,7732,2,4
17469,2021-04-14,10441,1,1
17470,2021-04-24,207,3,3
17472,2021-03-27,4382,0,1
17473,2021-07-08,2006,3,13
17474,2021-08-24,8570,3,5
17475,2021-08-17,7760,3,3
17476,2020-08-26,1792,0,1
17477,2021-03-12,9816,3,6
17478,2021-07-30,16208,2,4
17479,2020-11-30,9450,0,3
17480,2021-07-08,1771,2,5
17481,2022-02-27,1954,0,8
17482,2021-07-18,15722,0,1
17483,2021-03-06,12102,2,6
17484,2021-05-07,11006,2,4
17485,2021-03-18,12124,0,7
17486,2022-03-17,7736,1,1
17487,2021-05-19,6765,1,10
17488,2020-10-05,14852,3,2
17489,2021-11-02,8794,2,2
17490,2021-07-18,10404,1,2
17491,2021-12-24,2017,3,4
17492,2021-01-19,12050,3,1
17493,2021-02-03,7736,1,1
17494,2020-11-28,7704,2,3
17495,2021-04-22,7364,3,5
17496,2022-03-15,15887,0,1
17497,2020-10-25,2876,3,8
17498,2020-12-02,8913,0,2
17499,2021-07-28,9985,1,7
17500,2021-07-05,10994,3,5
17501,2021-10-16,3102,1,3
17502,2021-03-16,15884,3,2
17503,2021-04-18,14131,2,2
17504,2021-12-03,11693,3,4
17505,2021-11-06,10604,2,12
17506,2021-05-08,10396,3,1
17507,2021-05-22,2432,3,3
17508,2021-08-07,9202,2,1
17509,2021-08-08,15441,0,2
17510,2021-04-10,7934,2,3
17511,2020-12-06,6023,1,1
17512,2021-03-07,7365,3,3
17513,2022-01-12,9574,2,4
17514,2020-08-17,7009,2,5
17515,2021-08-22,15308,1,5
17516,2021-07-11,8630,0,8
17517,2022-02-18,15887,0,2
17518,2021-09-30,207,3,2
17519,2021-04-04,4424,3,4
17520,2021-11-21,11661,1,5
17521,2021-04-30,10218,1,3
17522,2021-12-03,9551,2,1
17523,2021-12-17,6997,0,9
17524,2021-07-10,10218,1,2
17525,2021-11-10,3791,2,5
17526,2022-02-17,1771,0,3
17527,2021-11-16,12171,2,3
17528,2021-02-05,2807,3,2
17529,2021-06-12,15771,3,7
17530,2020-08-10,15887,0,2
17531,2021-10-27,13006,0,5
17532,2022-02-03,2315,3,1
17533,2020-08-26,10268,3,6
17534,2020-12-30,3466,3,1
17535,2020-11-13,9828,0,1
17536,2021-09-15,8844,0,3
17537,2021-06-29,1981,2,1
17538,2021-02-11,3651,3,3
17539,2020-10-16,4483,1,2
17540,2022-01-16,9145,1,2
17541,2021-02-16,12256,1,3
17542,2021-11-16,996,3,2
17543,2021-04-09,7736,1,1
17544,2021-06-18,1008,1,1
17545,2021-05-15,13242,1,5
17546,2020-08-31,7373,3,1
17547,2020-09-23,14799,0,2
17548,2020-08-05,6912,2,3
17549,2021-06-02,6165,3,5
17550,2021-11-03,8184,1,2
17551,2021-06-18,2137,0,2
17552,2022-01-19,14131,2,4
17553,2021-11-11,15722,0,3
17554,2021-06-15,16221,1,1
17555,2020-09-10,15637,0,3
17556,2020-08-19,9441,3,2
17557,2020-12-11,15340,1,2
17559,2021-12-22,34,2,8
17560,2021-04-07,13639,0,1
17561,2020-08-06,4240,3,5
17562,2021-02-20,9231,2,1
17563,2021-03-28,2028,0,2
17564,2020-08-18,5893,3,6
17565,2021-05-27,6476,0,2
17566,2022-03-01,5414,3,4
17567,2021-10-13,12832,2,1
17568,2021-07-21,8451,0,1
17569,2020-11-10,4088,3,3
17570,2020-08-26,7754,2,5
17571,2020-11-03,2963,3,7
17572,2021-05-01,2002,2,4
17573,2021-04-20,9588,2,8
17574,2022-03-04,7877,1,5
17575,2020-12-16,10604,2,11
17576,2021-08-20,3791,2,1
17577,2021-07-19,9295,0,2
17578,2021-12-04,6626,3,3
17579,2020-12-04,12050,3,2
17580,2021-01-20,1761,3,9
17581,2021-09-16,1763,0,5
17582,2021-09-25,1547,2,5
17583,2021-12-10,7108,3,3
17584,2020-10-05,3506,3,7
17585,2022-01-06,1351,2,3
17586,2021-02-07,5927,0,3
17587,2021-09-25,3549,3,2
17588,2021-06-06,14685,1,4
17589,2021-12-06,3319,2,3
17590,2020-12-27,11332,0,1
17591,2022-01-09,9551,2,2
17593,2020-12-09,12521,1,8
17594,2022-03-09,34,2,3
17595,2020-08-10,13535,2,1
17596,2021-11-11,11693,3,1
17597,2021-09-10,3741,1,3
17598,2022-02-25,10212,0,3
17599,2021-11-12,6854,3,5
17600,2021-07-14,9202,2,1
17601,2022-01-03,11406,0,5
17602,2021-05-01,11767,0,4
17603,2021-02-11,1113,1,2
17604,2021-01-22,14708,0,2
17605,2021-02-20,7009,0,6
17606,2021-04-18,752,2,7
17607,2021-08-10,12367,1,3
17608,2020-09-03,12931,2,6
17609,2022-01-23,1353,3,5
17610,2020-11-06,168,2,2
17611,2021-11-29,12548,1,2
17612,2020-12-13,7593,1,1
17613,2021-02-11,10604,2,11
17614,2021-12-28,9828,0,1
17615,2020-08-22,3629,2,2
17616,2022-03-20,7654,0,1
17617,2022-02-16,543,1,3
17618,2021-12-03,14027,3,2
17619,2021-07-22,12232,0,1
17620,2021-11-19,11456,3,4
17621,2021-02-01,8329,3,6
17622,2020-11-19,1699,2,2
17623,2021-08-12,7234,2,2
17624,2022-02-06,12396,0,5
17625,2020-09-14,9157,2,10
17626,2022-01-26,8558,3,3
17627,2022-02-11,10732,1,3
17628,2021-06-11,3171,3,5
17629,2021-08-20,13794,0,8
17630,2021-12-09,15486,3,2
17631,2021-03-31,5716,1,2
17632,2020-12-21,14032,0,13
17633,2020-10-14,14943,2,3
17634,2022-01-28,8954,3,8
17635,2022-01-17,16226,2,4
17636,2021-12-16,286,1,2
17637,2020-11-23,1771,2,4
17638,2020-07-24,4240,3,1
17639,2021-02-18,7496,2,2
17640,2021-06-01,319,2,1
17641,2021-10-25,3549,3,1
17642,2021-12-10,4783,1,2
17643,2021-12-12,16277,2,6
17644,2020-07-31,11224,0,5
17645,2021-05-06,3921,3,1
17646,2021-09-29,13242,1,2
17647,2021-11-03,814,0,5
17648,2020-11-08,3102,1,3
17649,2021-12-17,15722,0,2
17650,2020-11-22,11588,1,2
17651,2021-01-22,7012,3,2
17652,2021-03-25,1771,2,5
17653,2021-12-23,7654,0,2
17654,2021-11-21,6590,1,7
17655,2021-07-31,5728,3,1
17656,2021-01-11,5360,3,3
17657,2020-08-25,319,2,5
17658,2020-09-07,12050,3,2
17659,2021-07-10,9514,2,3
17660,2022-01-01,8922,2,4
17661,2022-02-23,3402,0,4
17662,2021-02-25,8522,0,1
17664,2022-02-18,293,2,6
17665,2021-06-28,10028,1,2
17666,2021-02-10,5617,3,9
17667,2020-09-21,9613,2,2
17668,2021-01-22,93,0,1
17669,2020-08-08,4609,0,3
17670,2021-11-05,12412,3,1
17671,2021-09-25,2538,1,2
17672,2021-12-07,10604,2,3
17673,2021-02-15,11254,3,2
17674,2021-06-22,12133,3,1
17675,2021-04-30,14692,2,7
17676,2020-08-05,6947,3,3
17677,2022-01-12,128,2,2
17678,2022-02-27,16277,2,8
17679,2020-10-01,15984,0,5
17680,2021-07-28,8159,3,1
17681,2021-04-19,1699,2,3
17682,2022-01-17,5927,0,3
17683,2022-01-13,2618,1,5
17684,2020-11-04,5301,3,4
17685,2020-08-11,15768,2,1
17686,2021-12-10,16192,3,6
17687,2021-01-06,6942,3,2
17688,2021-11-28,6736,0,1
17689,2020-08-08,3196,2,3
17690,2021-08-10,12256,1,9
17691,2021-07-24,11406,0,7
17692,2022-01-06,9865,0,3
17693,2022-02-04,14131,2,8
17694,2022-03-10,6000,3,4
17695,2020-09-17,14918,3,3
17697,2021-06-01,8638,3,1
17698,2021-12-21,12765,2,2
17699,2020-10-22,5701,3,3
17700,2021-09-29,8958,2,2
17701,2021-02-20,4664,0,5
17702,2021-05-04,11667,3,2
17703,2020-09-11,2914,2,2
17704,2020-11-27,7685,0,4
17705,2021-05-07,3550,1,2
17706,2021-03-10,1142,2,7
17707,2021-05-02,11955,2,10
17708,2021-05-09,414,1,4
17709,2022-02-16,1771,0,5
17710,2021-11-02,12263,3,4
17711,2020-07-24,16208,2,3
17712,2022-02-01,14192,0,6
17713,2021-02-26,15130,2,3
17714,2020-12-28,1933,0,2
17715,2021-06-30,11337,3,3
17716,2020-11-02,13425,2,7
17717,2021-01-24,8451,0,5
17718,2021-06-12,8848,3,1
17719,2022-02-26,16221,1,1
17720,2022-03-16,14475,3,1
17721,2021-06-13,1646,3,1
17722,2022-02-25,6590,1,5
17723,2021-09-24,6728,1,3
17724,2022-03-08,7931,0,2
17725,2021-08-22,15722,0,1
17726,2020-09-21,8841,2,2
17727,2021-07-17,8799,3,5
17728,2021-12-28,5933,2,2
17729,2021-08-07,15207,3,6
17730,2020-10-13,15130,2,2
17731,2021-09-25,8523,0,2
17732,2020-11-22,9748,0,1
17733,2020-11-26,5811,3,5
17734,2020-09-09,10420,2,2
17735,2021-06-01,6862,2,2
17736,2021-06-13,10507,3,4
17737,2020-07-30,4139,3,4
17738,2021-09-20,11553,1,7
17739,2021-08-25,3224,2,6
17740,2021-06-24,1176,0,2
17741,2022-01-08,4660,0,4
17742,2021-05-14,565,0,3
17743,2021-07-05,12567,3,2
17744,2021-01-28,7303,3,2
17745,2021-07-10,3791,1,5
17746,2021-06-20,7821,0,2
17747,2020-08-05,3555,0,4
17748,2022-02-09,2122,1,2
17749,2021-08-15,8451,0,5
17750,2021-07-25,3656,2,5
17751,2020-12-06,10376,3,2
17752,2020-11-20,12934,3,3
17753,2021-05-11,8768,3,2
17754,2021-01-24,13428,2,4
17755,2021-06-19,8406,3,1
17756,2021-03-28,7934,2,7
17757,2021-09-16,2000,1,3
17758,2021-12-11,3091,1,5
17759,2020-11-11,5956,2,1
17760,2021-11-26,15567,0,2
17761,2021-11-20,5617,3,11
17762,2021-05-12,11280,0,2
17763,2021-02-17,5811,3,7
17764,2021-02-01,7439,3,6
17765,2022-01-16,5956,2,2
17766,2021-12-03,2590,0,2
17769,2022-03-06,12258,0,2
17770,2020-09-30,16174,0,1
17771,2021-10-04,8827,0,11
17773,2022-02-10,5933,1,3
17774,2020-10-21,12780,1,4
17775,2021-12-14,2622,3,6
17776,2021-02-04,10272,2,3
17777,2021-11-21,11342,1,2
17778,2020-08-12,1455,3,4
17779,2021-01-28,12832,2,2
17780,2021-09-10,9714,1,4
17781,2021-02-20,8943,1,4
17782,2021-02-27,6833,2,1
17783,2021-08-10,16306,3,5
17784,2021-01-21,1181,3,4
17786,2021-03-18,15984,0,1
17787,2020-12-07,168,2,2
17788,2021-02-06,9498,1,3
17789,2021-03-13,9545,0,2
17790,2021-05-05,11406,0,6
17791,2021-04-09,12050,3,2
17792,2021-01-10,10008,1,5
17793,2021-05-17,7934,2,3
17794,2021-05-14,319,2,2
17795,2021-11-25,16221,1,1
17796,2020-09-28,12765,2,2
17797,2020-11-23,7059,3,4
17798,2020-12-04,13639,0,1
17799,2022-02-01,2873,1,6
17800,2021-01-25,7649,3,1
17801,2020-11-27,4035,2,2
17802,2021-04-09,15975,3,6
17803,2020-11-07,7264,0,2
17805,2021-08-29,9157,2,10
17806,2020-10-01,15887,0,2
17807,2021-12-08,7496,2,2
17808,2022-02-04,10240,0,2
17809,2020-12-13,3607,1,3
17810,2021-02-27,3782,3,2
17811,2021-03-26,13639,0,1
17812,2021-05-19,8958,2,2
17813,2022-01-14,15162,2,1
17814,2020-11-19,2182,2,3
17815,2021-07-10,9551,2,2
17817,2021-09-01,9221,3,6
17818,2020-09-18,10998,3,3
17819,2020-09-14,14217,2,4
17820,2021-10-24,8758,2,4
17821,2022-03-03,6476,0,8
17822,2021-02-14,8799,3,4
17823,2022-02-10,7439,3,7
17824,2022-03-14,4047,2,5
17825,2021-06-20,6765,1,10
17826,2021-06-20,6104,1,4
17827,2021-04-01,359,2,2
17828,2021-01-13,3986,2,2
17829,2021-05-15,2086,0,3
17830,2021-02-10,1066,1,15
17831,2021-06-09,6638,3,5
17832,2022-02-22,14918,3,3
17833,2021-05-22,4502,2,3
17834,2021-07-30,10028,1,4
